subdoc_id,date,doc_title,subdoc_title,src_site,src_url,src_parent_url,category
051-3,20230300,令和4年版　回顧と展望　警備情勢を顧みて　第1章【特集】G7広島サミットの成功に向けて,G7広島サミット等に向けた警察の取組,NPA,https://www.npa.go.jp/bureau/security/publications/syouten/293/R4syouten.pdf,https://www.npa.go.jp/publications/booklet/index.html,広報誌等
052-1,20230000,内閣府沖縄総合事務局　広報誌「群星」　2023年3・4月号/第406号,仕事の窓　No.7　「ディスカバー農山漁村(むら)の宝」選定事例の紹介,OGB,https://www.ogb.go.jp/-/media/Files/OGB/Soumu/muribushi/saisin/20230304/zentai.pdf,https://www.ogb.go.jp/soumu/soumu_muribusi/2941/20230506muribushi,広報誌等
052-2,20230000,内閣府沖縄総合事務局　広報誌「群星」　2023年3・4月号/第406号,仕事の窓　No.10　防犯機器搭載タクシー(タクパト)の普及について,OGB,https://www.ogb.go.jp/-/media/Files/OGB/Soumu/muribushi/saisin/20230304/zentai.pdf,https://www.ogb.go.jp/soumu/soumu_muribusi/2941/20230506muribushi,広報誌等
053-1,20230300,広報誌「阿武隈だより」2023.3　第49号　阿武調情報,◯国営施設応急対策事業「名取川地区」の完了　~次の30年間の供用のために~,MAFF,https://www.maff.go.jp/tohoku/nouson/kokuei/abukuma/attach/pdf/kouhousi-2.pdf,https://www.maff.go.jp/tohoku/nouson/kokuei/abukuma/kouhousi.html,広報誌等
053-2,20230300,広報誌「阿武隈だより」2023.3　第49号　阿武調情報,◯国営施設応急対策事業「角田地区」の実施状況,MAFF,https://www.maff.go.jp/tohoku/nouson/kokuei/abukuma/attach/pdf/kouhousi-2.pdf,https://www.maff.go.jp/tohoku/nouson/kokuei/abukuma/kouhousi.html,広報誌等
053-3,20230300,広報誌「阿武隈だより」2023.3　第49号　阿武調情報,◯国営施設応急対策事業「母畑地区」の実施状況,MAFF,https://www.maff.go.jp/tohoku/nouson/kokuei/abukuma/attach/pdf/kouhousi-2.pdf,https://www.maff.go.jp/tohoku/nouson/kokuei/abukuma/kouhousi.html,広報誌等
053-4,20230300,広報誌「阿武隈だより」2023.3　第49号　阿武調情報,◯国営施設応急対策事業「雄国山麓地区」の実施状況,MAFF,https://www.maff.go.jp/tohoku/nouson/kokuei/abukuma/attach/pdf/kouhousi-2.pdf,https://www.maff.go.jp/tohoku/nouson/kokuei/abukuma/kouhousi.html,広報誌等
054,20220916,循環経済パートナーシップ(J4CE)「注目事例集2022発表式」を開催しました,None,METI,https://www.meti.go.jp/press/2022/09/20220916004/20220916004.html,None,報道発表
055-1,20230900,近畿農政局月刊情報紙「新鮮mini情報」2023年9月号,谷瀬の吊り橋(奈良県十津川村),MAFF,https://www.maff.go.jp/kinki/pr/magazine/mini/attach/pdf/miniindex-5.pdf,https://www.maff.go.jp/kinki/pr/magazine/mini/miniindex.html,広報誌等
055-2,20230900,近畿農政局月刊情報紙「新鮮mini情報」2023年9月号,和食がユネスコに登録されて10周年を迎えます!,MAFF,https://www.maff.go.jp/kinki/pr/magazine/mini/attach/pdf/miniindex-5.pdf,https://www.maff.go.jp/kinki/pr/magazine/mini/miniindex.html,広報誌等
055-3,20230900,近畿農政局月刊情報紙「新鮮mini情報」2023年9月号,あなたのサステナブルな取組を日本中、世界中に発信しませんか?,MAFF,https://www.maff.go.jp/kinki/pr/magazine/mini/attach/pdf/miniindex-5.pdf,https://www.maff.go.jp/kinki/pr/magazine/mini/miniindex.html,広報誌等
056-1,20231100,中国四国農政局広報誌「NewsLetter(ニュースレター)」　高知版　2023年11月,「くり」や「さつまいも」の商品開発で地域活性化を,MAFF,https://www.maff.go.jp/chushi/kohoshi/mag_newsletter/attach/pdf/nl231139.pdf,https://www.maff.go.jp/chushi/kohoshi/mag_newsletter/bn2023.html,広報誌等
056-2,20231100,中国四国農政局広報誌「NewsLetter(ニュースレター)」　高知版　2023年11月,令和5年12月3日(日)　第7回　高知オーガニックフェスタ開催!!,MAFF,https://www.maff.go.jp/chushi/kohoshi/mag_newsletter/attach/pdf/nl231139.pdf,https://www.maff.go.jp/chushi/kohoshi/mag_newsletter/bn2023.html,広報誌等
056-3,20231100,中国四国農政局広報誌「NewsLetter(ニュースレター)」　高知版　2023年11月,有機農業推進フォーラムの開催について(オンライン),MAFF,https://www.maff.go.jp/chushi/kohoshi/mag_newsletter/attach/pdf/nl231139.pdf,https://www.maff.go.jp/chushi/kohoshi/mag_newsletter/bn2023.html,広報誌等
057-1,20231110,西村経済産業大臣の閣議後記者会見の概要,冒頭発言,METI,https://www.meti.go.jp/speeches/kaiken/2023/20231110001.html,None,会見・会合記録
057-2,20231110,西村経済産業大臣の閣議後記者会見の概要,質疑応答,METI,https://www.meti.go.jp/speeches/kaiken/2023/20231110001.html,None,会見・会合記録
058,20231016,令和5年度産業標準化事業表彰の受賞者を発表します,None,METI,https://www.meti.go.jp/press/2023/10/20231016001/20231016001.html,None,報道発表
059,20180300,地熱発電メールマガジン~あの町この町いろんな地熱~　第09号平成30年03月発行,九州電力株式会社の取組のご紹介1　地熱発電に対するこれまでの取組,NDL,https://warp.da.ndl.go.jp/info:ndljp/pid/11678807/www.enecho.meti.go.jp/category/resources_and_fuel/geothermal/mail_magazine/pdf/009.pdf,https://warp.da.ndl.go.jp/info:ndljp/pid/11678807/www.enecho.meti.go.jp/category/resources_and_fuel/geothermal/mail_magazine/,広報誌等
060-1,20230700,北海道防衛局広報誌「防衛北海道」　令和5年7月発行　Vol.86,令和5年度　防衛省所管補助事業等　実務担当者研修会,MOD,https://www.mod.go.jp/rdb/hokkaido/kouhou/086.pdf,https://www.mod.go.jp/rdb/hokkaido/kouhou/index.html,広報誌等
060-2,20230700,北海道防衛局広報誌「防衛北海道」　令和5年7月発行　Vol.86,「絆」　北広島市と北恵庭駐屯地の紹介,MOD,https://www.mod.go.jp/rdb/hokkaido/kouhou/086.pdf,https://www.mod.go.jp/rdb/hokkaido/kouhou/index.html,広報誌等
061-1,20230900,北関東防衛局広報　2023.9　Vol.116,わが町紹介~新潟県上越市~,MOD,https://www.mod.go.jp/rdb/n-kanto/kouhou/pdf/116kouhou.pdf,https://www.mod.go.jp/rdb/n-kanto/kouhou/kouhou.html,広報誌等
061-2,20230900,北関東防衛局広報　2023.9　Vol.116,事務所だより~前橋防衛事務所~　信州の中央　自然と湧水の城下町　松本,MOD,https://www.mod.go.jp/rdb/n-kanto/kouhou/pdf/116kouhou.pdf,https://www.mod.go.jp/rdb/n-kanto/kouhou/kouhou.html,広報誌等
062-1,20230700,中国四国防衛局広報誌「CSDB」　Vol.61　Sept.2023,海上自衛隊　油船　進水式,MOD,https://www.mod.go.jp/rdb/chushi/030_kouhou/010_kouhousi/kouhou61.pdf,https://www.mod.go.jp/rdb/chushi/030_kouhou/010_kouhousi/kouhousibacknumber.html,広報誌等
062-2,20230700,中国四国防衛局広報誌「CSDB」　Vol.61　Sept.2023,中国四国防衛局による広報活動(自衛隊記念行事),MOD,https://www.mod.go.jp/rdb/chushi/030_kouhou/010_kouhousi/kouhou61.pdf,https://www.mod.go.jp/rdb/chushi/030_kouhou/010_kouhousi/kouhousibacknumber.html,広報誌等
062-3,20230700,中国四国防衛局広報誌「CSDB」　Vol.61　Sept.2023,岡山県防衛協会玉野訪問,MOD,https://www.mod.go.jp/rdb/chushi/030_kouhou/010_kouhousi/kouhou61.pdf,https://www.mod.go.jp/rdb/chushi/030_kouhou/010_kouhousi/kouhousibacknumber.html,広報誌等
062-4,20230700,中国四国防衛局広報誌「CSDB」　Vol.61　Sept.2023,航空自衛隊見島分屯基地視察同行記(令和5年6月23日),MOD,https://www.mod.go.jp/rdb/chushi/030_kouhou/010_kouhousi/kouhou61.pdf,https://www.mod.go.jp/rdb/chushi/030_kouhou/010_kouhousi/kouhousibacknumber.html,広報誌等
063-1,20220527,沖縄防衛局広報「はいさい」　第187号　令和4年5月27日,松野内閣官房長官訪沖,MOD,https://www.mod.go.jp/rdb/okinawa/pr/haisai/images/pdf/187.pdf,https://www.mod.go.jp/rdb/okinawa/pr/haisai/,広報誌等
063-2,20220527,沖縄防衛局広報「はいさい」　第187号　令和4年5月27日,嘉手納弾薬庫地区の一部土地の返還,MOD,https://www.mod.go.jp/rdb/okinawa/pr/haisai/images/pdf/187.pdf,https://www.mod.go.jp/rdb/okinawa/pr/haisai/,広報誌等
063-3,20220527,沖縄防衛局広報「はいさい」　第187号　令和4年5月27日,那覇港湾施設移設に関する協議会(第28回)について,MOD,https://www.mod.go.jp/rdb/okinawa/pr/haisai/images/pdf/187.pdf,https://www.mod.go.jp/rdb/okinawa/pr/haisai/,広報誌等
064-1,20230831,北海道運輸局広報誌『北斗七星』第252号(令和5年8月31日発行),首都圏の教育関係者等が“北海道(胆振)ならでは”の新たな学びを体験,MLIT,https://wwwtb.mlit.go.jp/hokkaido/kakusyu/kouhoushi/hokuto7/05_08_00001.html,None,広報誌等
064-2,20230831,北海道運輸局広報誌『北斗七星』第252号(令和5年8月31日発行),『飛んでクルーズ・北海道』18年目の船出,MLIT,https://wwwtb.mlit.go.jp/hokkaido/kakusyu/kouhoushi/hokuto7/05_08_00001.html,None,広報誌等
065,20230925,文化庁広報誌　ぶんかる　ようこそ劇場へ　111,[琉球芸能]名手による至高の技芸を東京・国立劇場で!,BUNKA,https://www.bunka.go.jp/prmagazine/rensai/youkoso/youkoso_111.html,None,広報誌等
066,20230925,文化庁広報誌　ぶんかる　文化財のトビラ,東福寺と画聖・明兆,BUNKA,https://www.bunka.go.jp/prmagazine/rensai/bunkazai/bunkazai_112.html,None,広報誌等
067,20230825,文化庁広報誌　ぶんかる　アートダイアリー,ある映画人夫妻の華麗なる足跡――企画展「月丘夢路　井上梅次　100年祭」,BUNKA,https://www.bunka.go.jp/prmagazine/rensai/diary/diary_107.html,None,広報誌等
068,20230700,特集　関東大震災から100年2~あの時その場所で何が起きていたのか~,None,BOUSAI,https://www.bousai.go.jp/kohou/kouhoubousai/r05/107/special_01.html,None,広報誌等
069,20211200,特集　熊本地震から5年　~　「創造的復興」の実現で新しい熊本へ~,None,BOUSAI,https://www.bousai.go.jp/kohou/kouhoubousai/r03/102/special_01.html,None,広報誌等
070,20220700,特集　風水害に備える　カスリーン台風から75年　~水害対策は「流域治水」の時代へ~,None,BOUSAI,https://www.bousai.go.jp/kohou/kouhoubousai/r04/104/special_01.html,None,広報誌等
071-1,20231100,広報誌「みどりの東北」　No.236　令和5年11月号　国有林野所在市町村の魅力紹介,秋田　秋田県鹿角市,MAFF,https://www.rinya.maff.go.jp/tohoku/koho/koho_si/attach/pdf/index-13.pdf,https://www.rinya.maff.go.jp/tohoku/koho/koho_si/index.html,広報誌等
071-2,20231100,広報誌「みどりの東北」　No.236　令和5年11月号　国有林野所在市町村の魅力紹介,山形　山形県酒田市,MAFF,https://www.rinya.maff.go.jp/tohoku/koho/koho_si/attach/pdf/index-13.pdf,https://www.rinya.maff.go.jp/tohoku/koho/koho_si/index.html,広報誌等
072-1,20231100,フォレスト・ニュース　森のひろば　NO.1172　令和5年　11月号,トピックス「水都おおさか森林(もり)の市2023」,MAFF,https://www.rinya.maff.go.jp/kinki/koho/koho_si/morinohiroba/pdf/no1172.pdf,https://www.rinya.maff.go.jp/kinki/koho/koho_si/morinohiroba/index.html,広報誌等
072-2,20231100,フォレスト・ニュース　森のひろば　NO.1172　令和5年　11月号,ニュース,MAFF,https://www.rinya.maff.go.jp/kinki/koho/koho_si/morinohiroba/pdf/no1172.pdf,https://www.rinya.maff.go.jp/kinki/koho/koho_si/morinohiroba/index.html,広報誌等
073-1,20231000,広報誌「グリーン四国」　No.1243　2023年10月号,愛媛大学リカレントプログラム(山地災害防止論)で治山事業を説明〈局治山課〉,MAFF,https://www.rinya.maff.go.jp/shikoku/koho/koho_si/attach/pdf/index-77.pdf,https://www.rinya.maff.go.jp/shikoku/koho/koho_si/index.html,広報誌等
073-2,20231000,広報誌「グリーン四国」　No.1243　2023年10月号,安芸森林管理署,MAFF,https://www.rinya.maff.go.jp/shikoku/koho/koho_si/attach/pdf/index-77.pdf,https://www.rinya.maff.go.jp/shikoku/koho/koho_si/index.html,広報誌等
074-1,20231121,「広報九州」令和5年度,低コスト造林技術の普及に向けた現地検討会を開催(令和5年10月25日),MAFF,https://www.rinya.maff.go.jp/kyusyu/koho/koho_si/koho_kyusyu/kouhousi_R5.html,None,広報誌等
074-2,20231121,「広報九州」令和5年度,島原市安中地区自主防災会研修会に参加(令和5年7月10日),MAFF,https://www.rinya.maff.go.jp/kyusyu/koho/koho_si/koho_kyusyu/kouhousi_R5.html,None,広報誌等
075-1,20230110,広報九州　特別号「暖帯林」令和5年1月号,クリスマス用のモミの木を贈呈しました,MAFF,https://www.rinya.maff.go.jp/kyusyu/koho/koho_si/dantairin/attach/pdf/dantairinn-10.pdf,https://www.rinya.maff.go.jp/kyusyu/koho/koho_si/dantairin/dantairinn.html,広報誌等
075-2,20230110,広報九州　特別号「暖帯林」令和5年1月号,アサヒビール調印式及び白谷雲水峡清掃ボランティアの実施,MAFF,https://www.rinya.maff.go.jp/kyusyu/koho/koho_si/dantairin/attach/pdf/dantairinn-10.pdf,https://www.rinya.maff.go.jp/kyusyu/koho/koho_si/dantairin/dantairinn.html,広報誌等
076-1,20231117,西村経済産業大臣の閣議後記者会見の概要,冒頭発言,METI,https://www.meti.go.jp/speeches/kaiken/2023/20231117001.html,None,会見・会合記録
076-2,20231117,西村経済産業大臣の閣議後記者会見の概要,質疑応答,METI,https://www.meti.go.jp/speeches/kaiken/2023/20231117001.html,None,会見・会合記録
077,20230627,令和5年版通商白書　第III部　第1章　第1節　G7/G20/OECD　1.G7,(1)ドイツ議長年(2022年1月~2022年12月),METI,https://www.meti.go.jp/report/tsuhaku2023/2023honbun/i3110000.html,None,白書・青書
079,20210823,文化庁広報誌　ぶんかる　ぶんかるNews　003,高輪築堤跡(たかなわちくていあと)の史跡指定について,BUNKA,https://www.bunka.go.jp/prmagazine/rensai/news/news_003.html,None,広報誌等
080,20230428,林外務大臣会見記録,None,MOFA,https://www.mofa.go.jp/mofaj/press/kaiken/kaiken22_000076.html,None,会見・会合記録
081,20231120,上川外務大臣会見記録,None,MOFA,https://www.mofa.go.jp/mofaj/press/kaiken/kaiken24_000206.html,None,会見・会合記録
083,20231114,日米経済政策協議委員会(経済版「2+2」)第2回閣僚会合,None,MOFA,https://www.mofa.go.jp/mofaj/na/na2/us/page4_006063.html,None,会見・会合記録
084,20230411,令和5年版外交青書　第2章　第8節　アフリカ　2　東部アフリカ地域,None,MOFA,https://www.mofa.go.jp/mofaj/gaiko/bluebook/2023/html/chapter2_08_02.html,None,白書・青書
085,20220600,新型コロナウイルス最前線,日本への入国手続きを円滑に　入国前検疫WEB手続き「ファストトラック」,MHLW,https://www.mhlw.go.jp/stf/houdou_kouhou/kouhou_shuppan/magazine/202206_00002.html,None,広報誌等
086-1,20230700,令和5年版防衛白書について(詳細版)　第I部　わが国を取り巻く安全保障環境　第3章　諸外国の防衛政策など,第2節　中国,MOD,https://www.mod.go.jp/j/press/wp/wp2023/pdf/R05_detailed.pdf,https://www.mod.go.jp/j/press/wp/,白書・青書
086-2,20230700,令和5年版防衛白書について(詳細版)　第I部　わが国を取り巻く安全保障環境　第3章　諸外国の防衛政策など,第3節　米国と中国の関係など,MOD,https://www.mod.go.jp/j/press/wp/wp2023/pdf/R05_detailed.pdf,https://www.mod.go.jp/j/press/wp/,白書・青書
087,20231000,広報誌「ファイナンス」令和5年10月号,巻頭言　“日本のだがしで世界平和を”,MOF,https://www.mof.go.jp/public_relations/finance/202310/202310b.pdf,https://www.mof.go.jp/public_relations/finance/202310/index.html,広報誌等
